adm1,LGA,smc_plan1,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday,scenario
Kano,Kibiya,SMC,Gwarzo,august,2024,1,-1,1,0.6,5,1683,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2024,2,-1,1,0.6,5,1713,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2024,3,-1,1,0.6,5,1743,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2024,4,-1,1,0.6,5,1773,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2025,1,-1,1,0.6,5,2048,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2025,2,-1,1,0.6,5,2078,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2025,3,-1,1,0.6,5,2108,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2025,4,-1,1,0.6,5,2138,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2026,1,-1,1,0.6,5,2413,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2026,2,-1,1,0.6,5,2443,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2026,3,-1,1,0.6,5,2473,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2026,4,-1,1,0.6,5,2503,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2027,1,-1,1,0.6,5,2778,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2027,2,-1,1,0.6,5,2808,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2027,3,-1,1,0.6,5,2838,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2027,4,-1,1,0.6,5,2868,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2028,1,-1,1,0.6,5,3143,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2028,2,-1,1,0.6,5,3173,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2028,3,-1,1,0.6,5,3203,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2028,4,-1,1,0.6,5,3233,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2029,1,-1,1,0.6,5,3508,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2029,2,-1,1,0.6,5,3538,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2029,3,-1,1,0.6,5,3568,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2029,4,-1,1,0.6,5,3598,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2030,1,-1,1,0.6,5,3873,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2030,2,-1,1,0.6,5,3903,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2030,3,-1,1,0.6,5,3933,scenario 7
Kano,Kibiya,SMC,Gwarzo,august,2030,4,-1,1,0.6,5,3963,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2020,1,-1,1,0.6,5,186,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2020,2,-1,1,0.6,5,216,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2020,3,-1,1,0.6,5,246,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2020,4,-1,1,0.6,5,276,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2021,1,-1,1,0.6,5,551,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2021,2,-1,1,0.6,5,581,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2021,3,-1,1,0.6,5,611,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2021,4,-1,1,0.6,5,641,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2022,1,-1,1,0.6,5,916,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2022,2,-1,1,0.6,5,946,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2022,3,-1,1,0.6,5,976,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2022,4,-1,1,0.6,5,1006,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2023,1,-1,1,0.6,5,1281,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2023,2,-1,1,0.6,5,1311,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2023,3,-1,1,0.6,5,1341,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2023,4,-1,1,0.6,5,1371,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2024,1,-1,1,0.6,5,1646,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2024,2,-1,1,0.6,5,1676,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2024,3,-1,1,0.6,5,1706,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2024,4,-1,1,0.6,5,1736,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2025,1,-1,1,0.6,5,2011,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2025,2,-1,1,0.6,5,2041,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2025,3,-1,1,0.6,5,2071,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2025,4,-1,1,0.6,5,2101,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2026,1,-1,1,0.6,5,2376,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2026,2,-1,1,0.6,5,2406,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2026,3,-1,1,0.6,5,2436,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2026,4,-1,1,0.6,5,2466,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2027,1,-1,1,0.6,5,2741,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2027,2,-1,1,0.6,5,2771,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2027,3,-1,1,0.6,5,2801,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2027,4,-1,1,0.6,5,2831,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2028,1,-1,1,0.6,5,3106,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2028,2,-1,1,0.6,5,3136,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2028,3,-1,1,0.6,5,3166,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2028,4,-1,1,0.6,5,3196,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2029,1,-1,1,0.6,5,3471,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2029,2,-1,1,0.6,5,3501,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2029,3,-1,1,0.6,5,3531,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2029,4,-1,1,0.6,5,3561,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2030,1,-1,1,0.6,5,3836,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2030,2,-1,1,0.6,5,3866,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2030,3,-1,1,0.6,5,3896,scenario 7
Jigawa,Kiri Kasamma,SMC,Taura,july,2030,4,-1,1,0.6,5,3926,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2020,1,-1,1,0.6,5,223,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2020,2,-1,1,0.6,5,253,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2020,3,-1,1,0.6,5,283,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2020,4,-1,1,0.6,5,313,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2021,1,-1,1,0.6,5,588,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2021,2,-1,1,0.6,5,618,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2021,3,-1,1,0.6,5,648,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2021,4,-1,1,0.6,5,678,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2022,1,-1,1,0.6,5,953,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2022,2,-1,1,0.6,5,983,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2022,3,-1,1,0.6,5,1013,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2022,4,-1,1,0.6,5,1043,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1318,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1348,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1378,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1408,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2024,1,-1,1,0.6,5,1683,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2024,2,-1,1,0.6,5,1713,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2024,3,-1,1,0.6,5,1743,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2024,4,-1,1,0.6,5,1773,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2025,1,-1,1,0.6,5,2048,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2025,2,-1,1,0.6,5,2078,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2025,3,-1,1,0.6,5,2108,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2025,4,-1,1,0.6,5,2138,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2026,1,-1,1,0.6,5,2413,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2026,2,-1,1,0.6,5,2443,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2026,3,-1,1,0.6,5,2473,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2026,4,-1,1,0.6,5,2503,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2027,1,-1,1,0.6,5,2778,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2027,2,-1,1,0.6,5,2808,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2027,3,-1,1,0.6,5,2838,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2027,4,-1,1,0.6,5,2868,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2028,1,-1,1,0.6,5,3143,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2028,2,-1,1,0.6,5,3173,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2028,3,-1,1,0.6,5,3203,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2028,4,-1,1,0.6,5,3233,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2029,1,-1,1,0.6,5,3508,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2029,2,-1,1,0.6,5,3538,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2029,3,-1,1,0.6,5,3568,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2029,4,-1,1,0.6,5,3598,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2030,1,-1,1,0.6,5,3873,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2030,2,-1,1,0.6,5,3903,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2030,3,-1,1,0.6,5,3933,scenario 7
Kano,Kiru,SMC,Gwarzo,august,2030,4,-1,1,0.6,5,3963,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2020,1,-1,1,0.934456929,5,186,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2020,2,-1,1,0.973782772,5,214,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2020,3,-1,1,0.975655431,5,242,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2020,4,-1,1,0.653558052,5,270,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2021,1,-1,1,0.934456929,5,551,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2021,2,-1,1,0.973782772,5,579,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2021,3,-1,1,0.975655431,5,607,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2021,4,-1,1,0.653558052,5,635,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2022,1,-1,1,0.934456929,5,916,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2022,2,-1,1,0.973782772,5,944,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2022,3,-1,1,0.975655431,5,972,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2022,4,-1,1,0.653558052,5,1000,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2023,1,-1,1,0.934456929,5,1281,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2023,2,-1,1,0.973782772,5,1309,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2023,3,-1,1,0.975655431,5,1337,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2023,4,-1,1,0.653558052,5,1365,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2024,1,-1,1,0.934456929,5,1646,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2024,2,-1,1,0.973782772,5,1674,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2024,3,-1,1,0.975655431,5,1702,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2024,4,-1,1,0.653558052,5,1730,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2025,1,-1,1,0.934456929,5,2011,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2025,2,-1,1,0.973782772,5,2039,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2025,3,-1,1,0.975655431,5,2067,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2025,4,-1,1,0.653558052,5,2095,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2026,1,-1,1,0.934456929,5,2376,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2026,2,-1,1,0.973782772,5,2404,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2026,3,-1,1,0.975655431,5,2432,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2026,4,-1,1,0.653558052,5,2460,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2027,1,-1,1,0.934456929,5,2741,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2027,2,-1,1,0.973782772,5,2769,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2027,3,-1,1,0.975655431,5,2797,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2027,4,-1,1,0.653558052,5,2825,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2028,1,-1,1,0.934456929,5,3106,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2028,2,-1,1,0.973782772,5,3134,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2028,3,-1,1,0.975655431,5,3162,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2028,4,-1,1,0.653558052,5,3190,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2029,1,-1,1,0.934456929,5,3471,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2029,2,-1,1,0.973782772,5,3499,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2029,3,-1,1,0.975655431,5,3527,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2029,4,-1,1,0.653558052,5,3555,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2030,1,-1,1,0.934456929,5,3836,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2030,2,-1,1,0.973782772,5,3864,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2030,3,-1,1,0.975655431,5,3892,scenario 7
Jigawa,Kiyawa,SMC,Takali,september,2030,4,-1,1,0.653558052,5,3920,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2020,1,-1,1,0.6,5,223,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2020,2,-1,1,0.6,5,253,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2020,3,-1,1,0.6,5,283,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2020,4,-1,1,0.6,5,313,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2021,1,-1,1,0.6,5,588,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2021,2,-1,1,0.6,5,618,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2021,3,-1,1,0.6,5,648,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2021,4,-1,1,0.6,5,678,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2022,1,-1,1,0.6,5,953,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2022,2,-1,1,0.6,5,983,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2022,3,-1,1,0.6,5,1013,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2022,4,-1,1,0.6,5,1043,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2023,1,-1,1,0.6,5,1318,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2023,2,-1,1,0.6,5,1348,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2023,3,-1,1,0.6,5,1378,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2023,4,-1,1,0.6,5,1408,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1683,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1713,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1743,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1773,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2025,1,-1,1,0.6,5,2048,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2025,2,-1,1,0.6,5,2078,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2025,3,-1,1,0.6,5,2108,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2025,4,-1,1,0.6,5,2138,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2026,1,-1,1,0.6,5,2413,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2026,2,-1,1,0.6,5,2443,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2026,3,-1,1,0.6,5,2473,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2026,4,-1,1,0.6,5,2503,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2027,1,-1,1,0.6,5,2778,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2027,2,-1,1,0.6,5,2808,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2027,3,-1,1,0.6,5,2838,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2027,4,-1,1,0.6,5,2868,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2028,1,-1,1,0.6,5,3143,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2028,2,-1,1,0.6,5,3173,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2028,3,-1,1,0.6,5,3203,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2028,4,-1,1,0.6,5,3233,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2029,1,-1,1,0.6,5,3508,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2029,2,-1,1,0.6,5,3538,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2029,3,-1,1,0.6,5,3568,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2029,4,-1,1,0.6,5,3598,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2030,1,-1,1,0.6,5,3873,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2030,2,-1,1,0.6,5,3903,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2030,3,-1,1,0.6,5,3933,scenario 7
Kebbi,Koko-Besse,SMC,Birnin Kebbi,august,2030,4,-1,1,0.6,5,3963,scenario 7
Borno,Konduga,SMC,Darazo,july,2020,1,-1,1,0.6,5,186,scenario 7
Borno,Konduga,SMC,Darazo,july,2020,2,-1,1,0.6,5,216,scenario 7
Borno,Konduga,SMC,Darazo,july,2020,3,-1,1,0.6,5,246,scenario 7
Borno,Konduga,SMC,Darazo,july,2020,4,-1,1,0.6,5,276,scenario 7
Borno,Konduga,SMC,Darazo,july,2021,1,-1,1,0.6,5,551,scenario 7
Borno,Konduga,SMC,Darazo,july,2021,2,-1,1,0.6,5,581,scenario 7
Borno,Konduga,SMC,Darazo,july,2021,3,-1,1,0.6,5,611,scenario 7
Borno,Konduga,SMC,Darazo,july,2021,4,-1,1,0.6,5,641,scenario 7
Borno,Konduga,SMC,Darazo,july,2022,1,-1,1,0.6,5,916,scenario 7
Borno,Konduga,SMC,Darazo,july,2022,2,-1,1,0.6,5,946,scenario 7
Borno,Konduga,SMC,Darazo,july,2022,3,-1,1,0.6,5,976,scenario 7
Borno,Konduga,SMC,Darazo,july,2022,4,-1,1,0.6,5,1006,scenario 7
Borno,Konduga,SMC,Darazo,july,2023,1,-1,1,0.6,5,1281,scenario 7
Borno,Konduga,SMC,Darazo,july,2023,2,-1,1,0.6,5,1311,scenario 7
Borno,Konduga,SMC,Darazo,july,2023,3,-1,1,0.6,5,1341,scenario 7
Borno,Konduga,SMC,Darazo,july,2023,4,-1,1,0.6,5,1371,scenario 7
Borno,Konduga,SMC,Darazo,july,2024,1,-1,1,0.6,5,1646,scenario 7
Borno,Konduga,SMC,Darazo,july,2024,2,-1,1,0.6,5,1676,scenario 7
Borno,Konduga,SMC,Darazo,july,2024,3,-1,1,0.6,5,1706,scenario 7
Borno,Konduga,SMC,Darazo,july,2024,4,-1,1,0.6,5,1736,scenario 7
Borno,Konduga,SMC,Darazo,july,2025,1,-1,1,0.6,5,2011,scenario 7
Borno,Konduga,SMC,Darazo,july,2025,2,-1,1,0.6,5,2041,scenario 7
Borno,Konduga,SMC,Darazo,july,2025,3,-1,1,0.6,5,2071,scenario 7
Borno,Konduga,SMC,Darazo,july,2025,4,-1,1,0.6,5,2101,scenario 7
Borno,Konduga,SMC,Darazo,july,2026,1,-1,1,0.6,5,2376,scenario 7
Borno,Konduga,SMC,Darazo,july,2026,2,-1,1,0.6,5,2406,scenario 7
Borno,Konduga,SMC,Darazo,july,2026,3,-1,1,0.6,5,2436,scenario 7
Borno,Konduga,SMC,Darazo,july,2026,4,-1,1,0.6,5,2466,scenario 7
Borno,Konduga,SMC,Darazo,july,2027,1,-1,1,0.6,5,2741,scenario 7
Borno,Konduga,SMC,Darazo,july,2027,2,-1,1,0.6,5,2771,scenario 7
Borno,Konduga,SMC,Darazo,july,2027,3,-1,1,0.6,5,2801,scenario 7
Borno,Konduga,SMC,Darazo,july,2027,4,-1,1,0.6,5,2831,scenario 7
Borno,Konduga,SMC,Darazo,july,2028,1,-1,1,0.6,5,3106,scenario 7
Borno,Konduga,SMC,Darazo,july,2028,2,-1,1,0.6,5,3136,scenario 7
Borno,Konduga,SMC,Darazo,july,2028,3,-1,1,0.6,5,3166,scenario 7
Borno,Konduga,SMC,Darazo,july,2028,4,-1,1,0.6,5,3196,scenario 7
Borno,Konduga,SMC,Darazo,july,2029,1,-1,1,0.6,5,3471,scenario 7
Borno,Konduga,SMC,Darazo,july,2029,2,-1,1,0.6,5,3501,scenario 7
Borno,Konduga,SMC,Darazo,july,2029,3,-1,1,0.6,5,3531,scenario 7
Borno,Konduga,SMC,Darazo,july,2029,4,-1,1,0.6,5,3561,scenario 7
Borno,Konduga,SMC,Darazo,july,2030,1,-1,1,0.6,5,3836,scenario 7
Borno,Konduga,SMC,Darazo,july,2030,2,-1,1,0.6,5,3866,scenario 7
Borno,Konduga,SMC,Darazo,july,2030,3,-1,1,0.6,5,3896,scenario 7
Borno,Konduga,SMC,Darazo,july,2030,4,-1,1,0.6,5,3926,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2020,1,-1,1,0.6,5,186,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2020,2,-1,1,0.6,5,216,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2020,3,-1,1,0.6,5,246,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2020,4,-1,1,0.6,5,276,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,551,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,581,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,611,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,641,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2022,1,-1,1,0.6,5,916,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2022,2,-1,1,0.6,5,946,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2022,3,-1,1,0.6,5,976,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2022,4,-1,1,0.6,5,1006,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2023,1,-1,1,0.6,5,1281,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2023,2,-1,1,0.6,5,1311,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2023,3,-1,1,0.6,5,1341,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2023,4,-1,1,0.6,5,1371,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2024,1,-1,1,0.6,5,1646,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2024,2,-1,1,0.6,5,1676,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2024,3,-1,1,0.6,5,1706,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2024,4,-1,1,0.6,5,1736,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2025,1,-1,1,0.6,5,2011,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2025,2,-1,1,0.6,5,2041,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2025,3,-1,1,0.6,5,2071,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2025,4,-1,1,0.6,5,2101,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2026,1,-1,1,0.6,5,2376,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2026,2,-1,1,0.6,5,2406,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2026,3,-1,1,0.6,5,2436,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2026,4,-1,1,0.6,5,2466,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2027,1,-1,1,0.6,5,2741,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2027,2,-1,1,0.6,5,2771,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2027,3,-1,1,0.6,5,2801,scenario 7
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2027,4,-1,1,0.6,5,2831,scenario 7
